DexNum,Name,BaseStats,Types,CatchRate,EvoStage,Evs,WildHeldItem1,WildHeldItem2,WildHeldItem3,Gender(N=-1),HatchCycles,BaseFriendship,EXPGrowth,EggGroup1,EggGroup2,Ability1,Ability2,AbilityH,FormSprite,FormCount,Color,IsPresentInGame,BaseEXP,DexHeight_Weight,fields_sec1,Icon,"unused(4E,50)",fields_sec2,EvoBaseID,FormIndex,IsGalarianForm,IsBoxLegend,DexNumber,field_sec3,Unknown,field_sec4,Unused(A6)
#654,Braixen,59~59~58~73~90~70,FIRE!FIRE,0,0,0~0~0~2~0~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_SLOW,egggroup.egg_group_field,egggroup.egg_group_field,ability.blaze,ability.blaze,ability.magician,0,0,0,1,142,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,654,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#655,Delphox,75~69~72~104~114~100,FIRE!PSYCHIC,0,0,0~0~0~3~0~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_SLOW,egggroup.egg_group_field,egggroup.egg_group_field,ability.blaze,ability.blaze,ability.magician,0,0,0,1,239,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,655,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#656,Froakie,41~56~40~71~62~44,WATER!WATER,0,0,0~0~0~1~0~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_SLOW,egggroup.egg_group_water_1,egggroup.egg_group_water_1,ability.torrent,ability.torrent,ability.protean,0,0,0,1,47,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,656,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#657,Frogadier,54~63~52~97~83~56,WATER!WATER,0,0,2~0~0~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_SLOW,egggroup.egg_group_water_1,egggroup.egg_group_water_1,ability.torrent,ability.torrent,ability.protean,0,0,0,1,148,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,657,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#658,Greninja,72~95~67~122~103~71,WATER!DARK,0,0,0~0~0~1~0~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_SLOW,egggroup.egg_group_water_1,egggroup.egg_group_water_1,ability.torrent,ability.torrent,ability.protean,0,0,0,1,56,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,658,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#659,Bunnelby,38~36~38~57~32~36,NORMAL!NORMAL,255,1,0~0~0~2~0~0~0,item.none,item.none,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_field,egggroup.egg_group_field,ability.pickup,ability.cheek_pouch,ability.huge_power,0,1,5,1,134,40!50,0!128!224!131!129!8!49!11!0!16!2!0!0!0!0!0!0!0!17!20!208!140!0!0!1!0!0!44!96!0!0!0,711,0!0,0!0,659,0,0,0,659,0!14!0!16!0!19!0!25!0!30!0!0!0!0!40!0!60!0!85!50!0!0!0!0!2!0!2!0!2!2!5!5!4!4!4,1~1~1~1~1~5~5~3~3~3~2~2~3~3~3,0!0!0!0!33!0!162!0!673!162,0
#660,Diggersby,85~56~77~78~50~77,NORMAL!GROUND,127,2,0~0~0~3~0~0~0,item.none,item.none,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_3840,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_field,egggroup.egg_group_field,ability.pickup,ability.cheek_pouch,ability.huge_power,0,1,5,1,175,100!424,59!131!224!131!129!8!51!11!0!16!2!0!6!0!0!0!0!0!147!20!208!140!136!0!1!0!8!46!98!64!0!0,712,0!0,0!0,659,0,0,0,660,0!14!0!16!0!19!0!25!0!30!0!0!0!0!50!0!60!0!100!50!0!0!0!0!2!0!3!0!2!3!4!4!3!3!3,1~1~1~1~1~5~5~4~5~5~2~2~4~5~5,0!0!0!0!162!0!89!0!162!89,0
#661,Fletchling,45~50~43~62~40~38,NORMAL!FLYING,0,0,0~0~1~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_3840,BF_70,EGR_MEDIUM_SLOW,egggroup.egg_group_flying,egggroup.egg_group_flying,ability.big_pecks,ability.big_pecks,ability.gale_wings,0,0,0,1,40,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,661,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#662,Fletchinder,62~73~55~84~56~52,FIRE!FLYING,0,0,0~0~2~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_3840,BF_70,EGR_MEDIUM_SLOW,egggroup.egg_group_flying,egggroup.egg_group_flying,ability.flame_body,ability.flame_body,ability.gale_wings,0,0,0,1,75,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,662,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#663,Talonflame,78~81~71~126~74~69,FIRE!FLYING,0,0,1~0~0~1~1~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_3840,BF_70,EGR_MEDIUM_SLOW,egggroup.egg_group_flying,egggroup.egg_group_flying,ability.flame_body,ability.flame_body,ability.gale_wings,0,0,0,1,185,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,663,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#664,Scatterbug,38~35~40~35~27~25,BUG!BUG,0,0,0~0~0~0~1~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_3840,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_bug,egggroup.egg_group_bug,ability.shield_dust,ability.compoundeyes,ability.friend_guard,0,0,0,1,74,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,664,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#665,Spewpa,45~22~60~29~27~30,BUG!BUG,0,0,0~0~0~0~2~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_3840,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_bug,egggroup.egg_group_bug,ability.shed_skin,ability.shed_skin,ability.friend_guard,0,0,0,1,177,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,665,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#666,Vivillon,80~52~50~89~90~50,BUG!FLYING,0,0,0~0~0~0~0~1~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_3840,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_bug,egggroup.egg_group_bug,ability.shield_dust,ability.compoundeyes,ability.friend_guard,0,0,0,1,61,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,666,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#667,Litleo,62~50~58~72~73~54,FIRE!NORMAL,0,0,0~0~0~0~0~2~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_3840,BF_70,EGR_MEDIUM_SLOW,egggroup.egg_group_field,egggroup.egg_group_field,ability.rivalry,ability.unnerve,ability.moxie,0,0,0,1,130,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,667,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#668,Pyroar,86~68~72~106~109~66,FIRE!NORMAL,0,0,0~0~0~0~0~3~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_SLOW,egggroup.egg_group_field,egggroup.egg_group_field,ability.rivalry,ability.unnerve,ability.moxie,0,0,0,1,248,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,668,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#669,Flab�b�,44~38~39~42~61~79,FAIRY!FAIRY,0,0,1~0~0~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_fairy,egggroup.egg_group_fairy,ability.flower_veil,ability.flower_veil,ability.symbiosis,0,0,0,1,70,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,669,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#670,Floette,54~45~47~52~75~98,FAIRY!FAIRY,0,0,2~0~0~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_fairy,egggroup.egg_group_fairy,ability.flower_veil,ability.flower_veil,ability.symbiosis,0,0,0,1,186,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,670,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#671,Florges,78~65~68~75~112~154,FAIRY!FAIRY,0,0,0~1~0~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_fairy,egggroup.egg_group_fairy,ability.flower_veil,ability.flower_veil,ability.symbiosis,0,0,0,1,70,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,671,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#672,Skiddo,66~65~48~52~62~57,GRASS!GRASS,0,0,0~2~0~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_field,egggroup.egg_group_field,ability.sap_sipper,ability.sap_sipper,ability.grass_pelt,0,0,0,1,173,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,672,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#673,Gogoat,123~100~62~68~97~81,GRASS!GRASS,0,0,0~0~0~1~0~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_field,egggroup.egg_group_field,ability.sap_sipper,ability.sap_sipper,ability.grass_pelt,0,0,0,1,165,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,673,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#674,Pancham,67~82~62~43~46~48,FIGHTING!FIGHTING,220,1,0~0~0~1~0~0~0,item.none,item.mental_herb,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_field,egggroup.egg_group_human_like,ability.iron_fist,ability.mold_breaker,ability.scrappy,0,1,8,1,71,60!80,59!128!96!131!134!10!1!138!2!152!2!64!0!0!0!0!0!0!147!0!80!12!169!4!1!4!32!46!34!0!0!0,752,0!0,0!0,674,0,0,0,674,0!14!0!16!0!19!0!25!0!30!0!0!0!0!50!0!60!0!85!40!0!0!0!0!3!0!3!0!3!3!4!4!3!3!3,1~1~1~1~1~5~5~3~3~3~2~2~3~3~3,0!0!0!0!490!0!263!0!490!263,0
#675,Pangoro,95~124~78~58~69~71,FIGHTING!DARK,65,2,0~0~0~2~0~0~0,item.none,item.mental_herb,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_6400,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_field,egggroup.egg_group_human_like,ability.iron_fist,ability.mold_breaker,ability.scrappy,0,1,8,1,163,210!1360,59!131!224!135!166!14!1!138!2!152!34!64!4!0!0!0!0!0!147!36!112!13!169!132!33!22!33!46!34!160!0!0,730,0!0,0!0,674,0,0,0,675,0!14!0!16!0!19!0!25!0!30!0!0!0!0!50!0!60!0!85!50!0!0!0!0!2!0!3!0!3!3!4!3!3!3!3,1~1~1~1~1~5~5~3~4~4~2~2~3~4~4,0!0!0!0!400!0!359!0!526!359,0
#676,Furfrou,75~80~60~102~65~90,NORMAL!NORMAL,0,0,0~0~1~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_6400,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_field,egggroup.egg_group_field,ability.fur_coat,ability.fur_coat,ability.fur_coat,0,0,0,1,65,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,676,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#677,Espurr,62~48~54~68~63~60,PSYCHIC!PSYCHIC,190,1,0~0~2~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_field,egggroup.egg_group_field,ability.keen_eye,ability.infiltrator,ability.own_tempo,0,1,7,1,157,30!35,4!64!46!131!134!131!0!2!192!17!0!0!0!0!0!0!0!0!0!9!16!142!64!1!2!4!50!0!40!4!0!0,733,0!0,0!0,677,0,0,0,677,0!14!0!16!0!19!0!25!0!30!0!0!0!0!40!0!50!0!80!40!0!0!0!0!2!0!3!0!1!3!5!4!4!4!4,1~1~1~1~1~5~5~3~3~3~2~2~3~3~3,0!0!0!0!10!0!473!0!113!473,0
#678,Meowstic,74~48~76~104~83~81,PSYCHIC!PSYCHIC,75,2,0~0~2~0~0~1~0,item.none,item.none,item.none,GENDER_RATIO_M100F0,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_field,egggroup.egg_group_field,ability.keen_eye,ability.infiltrator,ability.prankster,1098,2,1,1,234,60!85,4!195!46!163!134!147!0!2!192!17!16!10!0!0!0!0!0!0!0!9!16!142!66!1!2!4!50!0!40!4!0!0,734,0!0,0!0,677,0,0,0,678,0!14!0!16!0!19!0!25!0!30!0!0!0!0!50!0!60!0!85!55!0!0!0!0!2!0!3!0!1!3!3!3!3!2!2,1~1~1~1~1~5~5~3~3~3~2~2~3~3~3,0!0!0!0!473!0!473!0!115!473,0
#679,Honedge,45~80~100~28~35~37,STEEL!GHOST,180,1,1~0~0~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_mineral,egggroup.egg_group_mineral,ability.no_guard,ability.no_guard,ability.no_guard,0,1,5,1,68,80!20,0!16!101!131!130!8!0!0!34!144!0!64!2!0!0!0!128!0!1!0!48!12!0!64!48!0!64!4!0!0!0!0,744,0!0,0!0,679,0,0,0,679,0!14!0!16!0!19!0!25!0!30!0!0!0!0!40!0!60!0!80!50!0!0!0!0!1!0!2!0!3!2!5!4!4!4!4,1~1~1~1~1~5~5~2~2~2~2~2~2~2~2,0!0!0!0!14!0!14!0!332!14,0
#680,Doublade,59~110~150~35~45~49,STEEL!GHOST,90,2,2~0~0~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_mineral,egggroup.egg_group_mineral,ability.no_guard,ability.no_guard,ability.no_guard,0,1,5,1,162,80!45,0!16!101!131!130!8!0!0!34!144!0!64!2!0!0!0!128!0!1!0!48!12!0!64!48!0!64!4!0!0!0!0,745,0!0,0!0,679,0,0,0,680,0!14!0!16!0!19!0!25!0!30!0!0!0!0!50!0!60!0!85!30!0!0!0!0!1!0!3!0!1!3!4!4!4!3!3,1~1~1~1~1~5~5~2~2~2~2~2~2~2~2,0!0!0!0!14!0!332!0!14!332,0
#681,Aegislash,60~50~140~60~50~140,STEEL!GHOST,45,3,0~0~1~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_mineral,egggroup.egg_group_mineral,ability.stance_change,ability.stance_change,ability.stance_change,1099,2,5,1,68,170!530,0!19!101!131!134!8!0!0!34!144!0!192!2!0!0!0!128!0!1!0!48!12!2!64!48!0!64!4!0!0!0!0,746,0!0,0!0,679,0,0,0,681,0!14!0!16!0!19!0!25!0!30!0!0!0!0!50!0!60!0!100!50!0!0!0!0!3!0!3!0!2!3!4!4!3!3!3,1~1~1~1~1~5~5~3~3~3~2~2~3~3~3,0!0!0!0!400!0!400!0!14!400,0
#682,Spritzee,78~52~60~23~63~65,FAIRY!FAIRY,200,1,0~0~2~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_fairy,egggroup.egg_group_fairy,ability.healer,ability.healer,ability.aroma_veil,0,1,9,1,168,20!5,0!0!38!163!134!130!0!0!64!16!128!2!0!0!0!0!0!0!0!9!16!76!0!1!18!0!82!0!8!16!0!0,758,0!0,0!0,682,0,0,0,682,0!14!0!16!0!19!0!25!0!30!0!0!0!0!50!0!60!0!85!40!0!0!0!0!1!0!2!0!2!2!5!4!3!3!3,1~1~1~1~1~5~5~2~3~3~2~2~2~3~3,0!0!0!0!230!0!186!0!230!186,0
#683,Aromatisse,101~72~72~29~99~89,FAIRY!FAIRY,140,2,0~1~0~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_fairy,egggroup.egg_group_fairy,ability.healer,ability.healer,ability.aroma_veil,0,1,9,1,58,80!155,0!3!38!163!134!130!0!128!64!16!128!2!0!0!0!0!0!0!0!75!16!78!0!1!18!0!82!0!8!16!0!0,759,0!0,0!0,682,0,0,0,683,0!14!0!16!0!19!0!25!0!30!0!0!0!0!55!0!60!0!90!50!0!0!0!0!2!0!2!0!2!2!3!3!2!2!2,1~1~1~1~1~5~5~2~3~4~2~2~2~3~4,0!0!0!0!230!0!186!0!230!186,0
#684,Swirlix,62~48~66~49~59~57,FAIRY!FAIRY,200,1,0~2~0~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_fairy,egggroup.egg_group_fairy,ability.sweet_veil,ability.sweet_veil,ability.unburden,0,1,8,1,169,40!35,0!0!170!163!134!130!0!0!0!16!128!0!0!0!0!0!0!0!20!9!18!12!0!0!2!0!2!0!0!20!0!0,742,0!0,0!0,684,0,0,0,684,0!14!0!16!0!19!0!25!0!30!0!0!0!0!40!0!50!0!80!40!0!0!0!0!3!0!3!0!3!3!5!4!4!3!2,1~1~1~1~1~5~5~4~5~5~2~2~4~5~5,0!0!0!0!589!0!583!0!589!583,0
#685,Slurpuff,82~80~86~72~85~75,FAIRY!FAIRY,140,2,0~1~0~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_fairy,egggroup.egg_group_fairy,ability.sweet_veil,ability.sweet_veil,ability.unburden,0,1,8,1,61,80!50,0!3!170!163!134!130!0!128!0!16!128!0!0!0!0!0!0!0!20!75!18!12!0!0!2!0!2!0!0!20!0!0,743,0!0,0!0,684,0,0,0,685,0!14!0!16!0!19!0!25!0!30!0!0!0!0!50!0!60!0!85!50!0!0!0!0!2!0!2!0!2!2!3!3!3!3!2,1~1~1~1~1~5~5~4~5~5~2~2~4~5~5,0!0!0!0!589!0!577!0!589!577,0
#686,Inkay,53~54~53~45~37~46,DARK!PSYCHIC,190,1,0~2~0~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_water_1,egggroup.egg_group_water_2,ability.contrary,ability.suction_cups,ability.infiltrator,0,1,1,1,175,40!35,0!0!230!131!134!128!0!42!96!144!0!0!0!0!0!0!0!0!4!9!16!44!164!0!2!4!16!0!14!0!4!0,726,0!0,0!0,686,0,0,0,686,0!14!0!16!0!19!0!25!0!30!0!0!0!0!45!0!60!0!85!55!0!0!0!0!2!0!3!0!3!3!4!4!4!3!3,1~1~1~1~1~5~5~3~4~4~2~2~3~4~4,0!0!0!0!492!0!95!0!207!95,0
#687,Malamar,86~92~88~73~68~75,DARK!PSYCHIC,80,2,0~0~0~0~0~1~0,item.none,item.none,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_water_1,egggroup.egg_group_water_2,ability.contrary,ability.suction_cups,ability.infiltrator,0,1,1,1,64,150!470,0!3!230!135!134!128!0!42!96!144!0!0!2!0!0!0!0!0!4!9!48!46!164!0!2!4!16!0!14!128!4!0,727,0!0,0!0,686,0,0,0,687,0!14!0!16!0!19!0!25!0!30!0!0!0!0!50!0!60!0!85!60!0!0!0!0!2!0!3!0!2!3!3!3!3!2!2,1~1~1~1~1~5~5~4~5~5~2~2~4~5~5,0!0!0!0!492!0!492!0!207!492,0
#688,Binacle,42~52~67~50~39~56,ROCK!WATER,120,1,0~0~0~0~0~2~0,item.none,item.none,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_water_3,egggroup.egg_group_water_3,ability.tough_claws,ability.sniper,ability.pickpocket,0,1,5,1,173,50!310,0!128!233!139!163!10!97!14!2!16!10!64!0!0!0!0!0!0!113!4!80!12!40!64!0!18!0!120!16!0!4!0,747,0!0,0!0,688,0,0,0,688,0!14!0!16!0!19!0!25!0!30!0!0!0!0!50!0!60!0!85!40!0!0!0!0!3!0!2!0!2!2!5!4!3!3!3,1~1~1~1~1~5~5~2~3~3~2~2~2~3~3,0!0!0!0!189!0!534!0!397!534,0
